iter	RMSE
454	23.57936365
455	23.50340413
456	23.38008835
457	23.29245738
458	23.24015594
459	23.1478512
460	23.07773091
461	22.98503039
462	22.85958413
463	22.79310842
464	22.76548451
465	22.69686478
466	22.67939991
467	22.59101488
468	22.5343145
469	22.46667848
470	22.40536146
471	22.37841187
472	22.32877273
473	22.26058489
474	22.14800369
475	22.09244659
476	21.98667131
477	21.91253842
478	21.8415929
479	21.77733245
480	21.63896879
481	21.57439936
482	21.55417762
483	21.48255117
484	21.37109797
485	21.30458689
486	21.21516828
487	21.15877527
488	21.00612179
489	20.984731
490	20.9400829
491	20.91890238
492	20.81443098
493	20.71105418
494	20.69784619
495	20.63142671
496	20.59278407
497	20.47636444
498	20.4623552
499	20.38472868
500	20.26922345
501	20.20496667
502	20.18863585
503	20.13897026
504	20.10465525
505	20.08801214
506	20.03125417
507	19.96209559
508	19.92186082
509	19.87245276
510	19.83834116
511	19.7669134
512	19.72886433
513	19.60846056
514	19.55597958
515	19.51589758
516	19.46370992
517	19.40702246
518	19.35783929
519	19.31836382
520	19.22521991
521	19.1518448
522	19.12487331
523	19.06553086
524	19.0038534
525	18.91036995
526	18.8736975
527	18.82621917
528	18.78186705
529	18.73604843
530	18.63270579
531	18.61789799
532	18.53472945
533	18.49088982
534	18.4422921
535	18.42936316
536	18.33949748
537	18.25194588
538	18.18033031
539	18.13719916
540	18.04722546
541	17.96507322
542	17.89424644
543	17.79806606
544	17.77169427
545	17.70814858
546	17.67235262
547	17.60050462
548	17.51057224
549	17.48911173
550	17.43202814
551	17.38250445
552	17.36044524
553	17.32450513
554	17.25078277
555	17.2223721
556	17.16475543
557	17.06306262
558	17.00563402
559	16.94153666
560	16.86212166
561	16.84479012
562	16.76328267
563	16.70438027
564	16.66243035
565	16.57069719
566	16.55587977
567	16.53892715
568	16.45655465
569	16.39707681
570	16.31067775
571	16.2635438
572	16.23444697
573	16.16557692
574	16.14415579
575	16.08845903
576	16.04076394
577	16.00486735
578	15.95777985
579	15.89677708
580	15.82014116
581	15.74658176
582	15.70190295
583	15.66188383
584	15.61137883
585	15.56327733
586	15.50686592
587	15.45886698
588	15.40754204
589	15.39061878
590	15.34301183
591	15.26840011
592	15.19678832
593	15.11342221
594	15.03503095
595	15.02125226
596	14.9786669
597	14.90713484
598	14.87138005
599	14.83454582
600	14.78641498
601	14.73949328
602	14.69250309
603	14.64226992
604	14.56941543
605	14.50252962
606	14.45798191
607	14.43673343
608	14.39377055
609	14.33229017
610	14.2587946
611	14.18300431
612	14.13793541
613	14.11022228
614	14.04978448
615	14.01222181
616	13.93767806
617	13.91279487
618	13.85558189
619	13.80217721
620	13.76402937
621	13.71447227
622	13.67171164
623	13.60578414
624	13.55033244
625	13.52654484
626	13.46649306
627	13.42099707
628	13.39567099
629	13.37807913
630	13.33175427
631	13.31775593
632	13.26612525
633	13.22702446
634	13.15434603
635	13.12432694
636	13.09380115
637	13.06184602
638	13.05001823
639	13.03554212
640	12.9830704
641	12.94286731
642	12.92909516
643	12.91798139
644	12.87531517
645	12.84248559
646	12.83005549
647	12.78218723
648	12.72677172
649	650	13.36688650	12.6276238
651	12.56611856
652	1653	13.2159653	1654	13.2022654	1655	13.1839655	1656	13.1406656657	13.111854657658	13.074270658659	13.043539659660	12.982879660661	12.963715661662	12.948768662663	12.915259663664	12.901795664665	12.87138036
666	12.85077807
667	12.83588254
668	12.78996457
669	12.77955409
670	12.72625974
671	12.67400389
672	12.60926242
673	12.59126424
674	12.55393264
675	12.51983151
676	12.51211284
677	12.5050404
678	12.47617323
679	12.46221961
680	12.40830642
681	12.38415763
682	12.34853405
683	12.33615988
684	12.27759322
685	12.25582556
686	12.23617592
687	12.21901359
688	12.18388344
689	12.15689	11.690	12.11690	11.691	12.08691	11.692	12.06692	11.693	12.05693	10.694	11.99694	10695	11.954695	1696	11.9163696	697	11.86716697	10.83381012
698	10.81104958
699	10.78451909
700	10.73592541
701	10.68777015
702	10.6457731
703	10.60033628
704	10.57973052
705	10.54195763
706	10.47725041
7708	11.61148545708	10.40715969
709	10.38944087
710	10.36321781
711	10.32241756
712	10.29862937
713	10.26558578
714	10.21666723
715	10.20993539
716	10.19469497
717	10.15905461
718	10.13381021
719	10.09779173
720	10.07667485
721	10.03347641
722	10.02484016
723	10.01030065
724	9.975849215
725	9.944283612
726	9.903597962
727	9.853809223
728	9.795734633
729	9.783558045
730	9.748218916
731	9.725052372
732	9.6970377573733	9.674361735	734	9.667785736	735	9.636226737	736	9.628941738737	9.601952319
738	9.559033643
739	9.528108766
740	9.499263832
741	9.469293093
742	9.453778449
743	9.404364322
744	9.400607033
745	9.385774359
746	9.336030989
747	9.319988325
748	9.293345886
749	9.272153172
750	9.262194712
751	9.222431725
752	9.181133149
753	9.154096911
754	9.14321398
755	9.107099376
756	9.071503069
757	9.043151329
758	9.035738265
759	8.996415495
760	8.954847783
761	8.927460284
762	8.888358097
763	8.844141972
764	8.832171019
765	8.827148034
766	8.789641461
767	8.753708158
768	8.739894008
769	8.718448136
770	8.675924952
771	8.648173747
772	8.629858777
773	8.611361196
774	8.57714155
775	8.530594282
776	8.500424354
777	8.455358309
778	8.417834451
779	8.388751781	780	8.350604782781	8.3103613783782	8.3012495784	9.556088974
785	9.515947077
786	9.475911491
787	9.44958213
788	9.41709222
789	9.399167939
790	9.387615868
791	9.340385586
792	9.3082172
793	9.277066796
794	9.263852699
795	9.236680353
796	9.217688902
797	9.195263897
798	9.1708005
799	9.121877382
800	9.097143142
801	9.073273647
802	9.058754276
803	9.029790428
804	9.014657069
805	8.986364794
806	8.979147923
807	8.94876495
808	8.90572124
809	8.898649135
810	8.878643767
811	8.849358395
812	8.821235073
813	8.80803691
814	8.770321921
815	8.764205646
816	8.730920439
817	8.700109536
818	8.665818368
819	8.659166305
820	8.624407561
821	8.611809619
822	8.599640658
823	8.56458856
824	8.558074544
825	8.53010436
826	8.501879
827	8.492263494
828	8.485300784
829	8.478620239
830	8.471677898
831	8.435038825
832	8.423434646
833	8.414704078
834	8.378269696
835	8.354446545
836	8.350842816
837	8.328645288
838	8.30263992
839	8.275502999
840	8.245178335
841	8.223168862
842	8.219399391
843	8.215231208
844	8.178380645
845	8.170415256
846	8.152072628
847	8.136040684
848	8.130347258
849	8.09668422
850	8.083334391
851	8.053959291
852	8.036887747
853	8.025812433
854	8.013176217
855	7.971263813
856	7.936470498
857	7.93026741
858	7.908857161
859	7.888909897
860	7.868796513
861	7.848420456
862	7.84018782
863	7.814679369
864	7.803372793
865	7.789865905
866	7.786182573
867	7.775794555
868	7.753559597
869	7.750952169
870	7.732506158
871	7.693833602
872	7.685284155
873	7.655114421
874	7.620861711
875	7.610946536
876	7.586205026
877	7.5546773798878	7.5214342838879	7.5009343618880	7.4934006928881	7.4769155758882	7.4377664068883	7.4212925038884	7.4026956188885	7.3926217178886	7.3683412168887	7.3483627628888	7.3206604468889	7.2868817638890	7.2816231318891	7.2768985978892	7.27323891	6893	7.26895892	6894	7.25080893	6895	7.23399894	6896	7.19794895	6897	7.17162896	6.442550889
897	6.427403212
898	6900	7.15389899	6901	7.12427900	6902	7.11485901	6903	7.08257902	6904	7.07821903	6.309400557
904	6.307367835
905	6.303148445
906	6.292792708
907	6.270306345
908	6.255401447
909	6.248452306
910	6.246187288
911	6.239312153
912	6.215342692
913	6.183652046
914	6.172104683
915	6.157366818
916	6.132094642
917	6.130354441
918	6.10503179
919	6.077693287
920	6.056804692
921	6.052220892
922	6.046287897
923	6.015377506
924	5.98921867
925	5.9927	6.722926	5.9928	6.718927	5.9929	6.715928	5.948726246
929	5.932573002
930	5.908126176
931	5.8933	6.669932	5.934	6.6642933	5.935	6.6568934	5.936	6.6301935	5.937	6.5962936	5.808817845
937	5.779919136
938	5.775366625
939	5.771539451
940	5.758868659
941	5.754709127
942	5.73813783
943	5.730807382
944	5.705956947
945	5.686043581
946	5.678126819
947	5.668039203
948	5.643389281
949	5.637839616
950	5.620329912
951	5.617033464
952	5.609323288
953	5.592955831
954	5.589697173
955	5.579780839
956	5.570840785
957	5.557185201
958	5.546663535
959	5.527309865
960	5.524169495
961	5.519541083
962	5.504091114
963	5.485785739
964	5.464003539
965	5.44264204
966	5.43908204
967	5.422601721
968	5.417137536
969	5.41310267
970	5.389322221
971	5.382705595
972	5.367627774
973	5.34422283
974	5.318292447
975	5.313872765
976	5.309652505
977	5.281622542
978	5.277577446
979	5.264679555
980	5.25160199
981	5.239241143
982	5.220763755
983	5.213953594
984	5.211087705
985	5.184755881
986	5.172623274
987	5.160576653
988	5.14832619
989	5.121615982
990	5.103117943
991	5.082013286
992	5.057747215
993	5.047527579
994	5.017750133
995	4.999495767
996	4.980250816
997	4.975778256
998	4.961145447
999	4.953498555
